IP address,Protocol version,User agent,Connected since,Services,Height,Hostname,City,Country code,Latitude,Longitude,Timezone,ASN,Organization name,Coordinates
"zuetazy7h26pkhvlpvcc3crp7f566ox2cqckjozir7qwhnfrnt2zsaad.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T19:22:55.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"sl77tqsp3djp7remx4eedyqlpzpcrgj7cwelv4wgqxnzmq4vg5t45uqd.onion:8333",70016,"/Satoshi:23.99.0/","2022-10-22T10:58:26.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"whhposzny476gbezm3lgwl2z2h7bl27lzzc6iwpcapolzjjwnjpbpuid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:33:23.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"[2a01:4f9:6b:3487::2]:8333",70016,"/Satoshi:22.0.0/","2022-10-28T09:28:09.000Z",1033,760762,"2a01:4f9:6b:3487::2",,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH","51.2993, 9.491"
"[2a02:7b40:4f62:19ae::1]:8333",70015,"/Satoshi:0.16.0/","2022-09-21T21:56:08.000Z",1036,760762,"2a02:7b40:4f62:19ae::1",,"LT",56,24,"Europe/Vilnius","AS62282","UAB Rakrejus","56, 24"
"71.183.187.113:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T16:54:59.000Z",1033,760762,"pool-71-183-187-113.nycmny.fios.verizon.net","Katonah","US",41.2709,-73.6857,"America/New_York","AS701","UUNET","41.2709, -73.6857"
"pmrlwkoporji25o2lgaldp5n5wdwhn3gyve6t2bwx7mwtspqovtv4kid.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T16:16:19.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"165.227.46.157:8333",70016,"/Satoshi:22.0.0/","2022-10-28T15:14:21.000Z",1033,760762,"165.227.46.157","Toronto","CA",43.6547,-79.3623,"America/Toronto","AS14061","DIGITALOCEAN-ASN","43.6547, -79.3623"
"18.217.233.255:8333",70016,"/Satoshi:23.0.0/","2022-10-26T16:18:47.000Z",1033,760762,"ec2-18-217-233-255.us-east-2.compute.amazonaws.com","Columbus","US",39.9625,-83.0061,"America/New_York","AS16509","AMAZON-02","39.9625, -83.0061"
"ddrga3ng7uunsv3a4b4o4jsbt7co2m4ux673ljbmanqqdaynj5behfyd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T23:33:38.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"gaorzu62v52vv5q2bu6gedmmg3io3irqsfb5toeg6eq3stb4b7k3zqqd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-29T00:23:27.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"m75bfoqojbg6rjlf7zkmw2byoxf4jfiabkcbfwcsjy7atv6yvajiyzid.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T13:36:18.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"3vldedonqtbqaubw2rkywpxknaftmmhloojj4aq4cw6mme2yuzgzo5id.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T17:48:53.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"wkx4vxqkvlmndun345uyw7lnyxtlxhbnydywvmbwolcqq3gnhwlwcnid.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T12:34:56.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"z3hgdhj7zxtih2gkjlnex6occtzw3tpd6f5eobwrntrhxtiww6ke43qd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T18:05:04.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"ijkusbmk7nbrnjvczjq74jn2wgxgfvtddv2grgfcyhqlomdw6ekwmcyd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:16:44.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"uekhhlcowsnybycfzcb2tvi7nb65oavresrcrhtmygbfgr2de55mjbid.onion:8333",70016,"/Satoshi:0.21.0/","2022-10-27T20:49:36.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"ufmzgrvn2uxzclapi2qzbuqq2nmezjnimnvxxuddyojkzz6jvtnnmgid.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T23:42:10.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"98.162.203.126:8333",70016,"/Satoshi:23.0.0/","2022-10-28T04:55:30.000Z",1033,760762,"ip98-162-203-126.ok.ok.cox.net","Edmond","US",35.6729,-97.4992,"America/Chicago","AS22773","ASN-CXA-ALL-CCI-22773-RDC","35.6729, -97.4992"
"6j3xrvyam6wrl7ksroafvitetl6yeq7bkhmpn5ejogb44qpcp32ktaid.onion:8333",70016,"/Satoshi:23.0.0/Knots:20220529/","2022-10-29T01:30:13.000Z",67109965,760762,,,,,,,"TOR","Tor network","0, 0"
"dsbj353pdz6pipawvxfae6iyygo3xdn72gtpaod6lshq2x3urzaanoad.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T11:49:11.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"fp7pvynj6zyvdpvbeges5cj2r6by2ztgi2t3wsh6qbxrjsd4zcc5q2yd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-29T01:30:03.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"193.106.31.42:8333",70015,"/Satoshi:0.15.2/","2022-10-25T17:37:57.000Z",12,760762,"ip-193-106-31-42.infiumhost.net",,"UA",50.4522,30.5287,"Europe/Kyiv","AS50297","Infium, UAB","50.4522, 30.5287"
"33xqrrxusupkspp5wxlo6syw5nx2lkxo5troh755zkjp7cfognhwziid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:50:10.000Z",1036,760762,,,,,,,"TOR","Tor network","0, 0"
"207.158.15.86:8333",70016,"/Satoshi:23.0.0/","2022-09-30T22:32:45.000Z",1033,760762,"tahoestores.net",,"US",37.751,-97.822,"America/Chicago","AS21581","M5HOSTING","37.751, -97.822"
"157.90.122.222:8333",70016,"/Satoshi:0.21.1/","2022-10-28T07:33:39.000Z",1033,760762,"static.222.122.90.157.clients.your-server.de",,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH","51.2993, 9.491"
"128.199.6.24:8333",70015,"/Satoshi:0.20.1/","2022-10-29T03:09:22.000Z",1037,760762,"128.199.6.24","Santa Clara","US",37.3931,-121.962,"America/Los_Angeles","AS14061","DIGITALOCEAN-ASN","37.3931, -121.962"
"142.188.169.109:8333",70016,"/Satoshi:22.0.0/","2022-10-28T20:42:31.000Z",1033,760762,"142.188.169.109","Toronto","CA",43.6547,-79.3623,"America/Toronto","AS577","BACOM","43.6547, -79.3623"
"twp4ivk6adp5nvwo4dx5x37j2rtaxvkiz5suuxbd47cvbereqnk2s2yd.onion:8333",70016,"/Satoshi:0.21.0/","2022-10-28T19:39:02.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"5.172.132.104:8333",70016,"/Satoshi:23.0.0/","2022-09-21T21:56:11.000Z",1033,760762,"104-132-172-5.dyn.cable.fcom.ch","Herzogenbuchsee","CH",47.1841,7.7168,"Europe/Zurich","AS15600","Quickline AG","47.1841, 7.7168"
"lrvtoevgv2nluqa5shhmlw5h2d54o7smxhlf25bwhy4afpcbdxmpnbid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T01:55:25.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"ji63fp4ry65q5ep6vg2jxupr4twz7kgarrq7u4euzyiadlir77luk4ad.onion:8333",70016,"/Satoshi:23.99.0(3EPyv3b81iPTbCT9nXE7eF5zNgvQGuTjDs)/","2022-10-28T17:02:58.000Z",1101,760762,,,,,,,"TOR","Tor network","0, 0"
"ceo7y5ccjxbpok33ujnw4kdiwmbf3x4scqqlijohlhmh7fz4osejeoqd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T19:22:53.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"185.252.246.108:8333",70016,"/Satoshi:23.0.0/","2022-10-27T16:57:56.000Z",1033,760762,"fiber.by.multifiber.nl","Zuidwolde","NL",52.6734,6.4171,"Europe/Amsterdam","AS50673","Serverius Holding B.V.","52.6734, 6.4171"
"91.93.194.154:8333",70016,"/Satoshi:22.0.0/","2022-10-29T02:52:48.000Z",1033,760762,"host-91-93-194-154.reverse.superonline.net","Seyhan","TR",36.9868,35.3115,"Europe/Istanbul","AS34984","Superonline Iletisim Hizmetleri A.S.","36.9868, 35.3115"
"ksr44oeydqvv2klffyfrtz6u5k6wnguowq3z5qzcmlrn7p3iukacccqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T09:45:05.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"71.70.168.227:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-29T00:06:35.000Z",1033,760762,"cpe-71-70-168-227.nc.res.rr.com","Raleigh","US",35.8538,-78.686,"America/New_York","AS11426","TWC-11426-CAROLINAS","35.8538, -78.686"
"dxi5lnefmib6jsfyda7ehtotrldo734wdmu3n7o7bcdamcgxwjo5b2id.onion:8333",70016,"/Satoshi:0.21.1/","2022-10-28T21:39:03.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"174.113.137.60:8333",70015,"/Satoshi:0.19.0.1/","2022-10-28T18:27:43.000Z",1032,760762,"cpe1cabc086d2f3-cm1cabc086d2f0.cpe.net.cable.rogers.com","Quispamsis","CA",45.4147,-65.9688,"America/Moncton","AS812","ROGERS-COMMUNICATIONS","45.4147, -65.9688"
"96.126.123.143:8333",70016,"/Satoshi:23.0.0/","2022-09-21T21:56:12.000Z",1033,760762,"li372-143.members.linode.com","Richardson","US",32.9473,-96.7028,"America/Chicago","AS63949","Linode, LLC","32.9473, -96.7028"
"146.0.75.58:8333",70016,"/Satoshi:23.99.0/","2022-09-27T11:24:56.000Z",1033,760762,"146.0.75.58",,"NL",52.3824,4.8995,"Europe/Amsterdam","AS57043","Hostkey B.v.","52.3824, 4.8995"
"45.142.235.122:55544",70016,"/Satoshi:23.0.0/","2022-10-14T05:22:12.000Z",1033,760762,"connected.by.freedominter.net","Amsterdam","NL",52.3759,4.8975,"Europe/Amsterdam","AS206238","Freedom Internet BV","52.3759, 4.8975"
"fnao5tnuxrmsz5r7quwy5udcetutsdmoi65ovthaygf4pknln5b3uayd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T13:13:58.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"xuexrcvlq23u72bq475w2n75sfpnijwuo2xm6tqu5qfg6cnzakrck5qd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:33:21.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"91.232.105.196:8333",70016,"/Satoshi:0.21.0/","2022-10-26T02:47:31.000Z",1033,760762,"91-232-105-196.hosted-by-worldstream.net","Naaldwijk","NL",51.9934,4.2158,"Europe/Amsterdam","AS49981","WorldStream B.V.","51.9934, 4.2158"
"4gphxxwsu2ykhxka5lmxox4j2mrgfjz3vtivlvum44e2psx5ip2jeuid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T01:05:02.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"7dpqxjetkrnumroafuedg5tf3lbsgeqovhisku2pgbuokbgnrymbr3id.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T02:03:39.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"81.205.54.6:8333",70016,"/Satoshi:23.0.0/","2022-10-28T05:54:01.000Z",1037,760762,"81-205-54-6.fixed.kpn.net","Vlaardingen","NL",51.9277,4.3522,"Europe/Amsterdam","AS1136","KPN B.V.","51.9277, 4.3522"
"86.159.115.81:8333",70016,"/Satoshi:23.0.0/","2022-10-22T01:55:09.000Z",1033,760762,"host86-159-115-81.range86-159.btcentralplus.com","Chippenham","GB",51.4708,-2.0822,"Europe/London","AS2856","British Telecommunications PLC","51.4708, -2.0822"
"217.26.47.10:8333",70015,"/Satoshi:0.20.1/","2022-10-22T11:39:25.000Z",1033,760762,"217.26.47.10",,"CH",47.1449,8.1551,"Europe/Zurich","AS197312","Avaloq Sourcing (Switzerland & Liechtenstein) SA","47.1449, 8.1551"
"spzlh6h543bxompfwg2ugdc4vrnr2jbchzofkmmtvzjf3nfww2mquyyd.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-29T03:09:26.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"52.67.18.175:8333",70016,"/Satoshi:0.21.1/","2022-10-29T03:09:21.000Z",1037,760762,"ec2-52-67-18-175.sa-east-1.compute.amazonaws.com","São Paulo","BR",-23.5335,-46.6359,"America/Sao_Paulo","AS16509","AMAZON-02","-23.5335, -46.6359"
"fysr5crqvkzrxkyw5rxbwrxntkzojhxv22lfsk3y5ogtuqsesxpb7mid.onion:8333",70016,"/Satoshi:0.21.1/","2022-10-29T00:31:45.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"76.73.248.153:8333",70016,"/Satoshi:22.0.0/","2022-10-26T13:33:06.000Z",1033,760762,"dynamic-76-73-248-153.knology.net","Cleveland","US",41.3861,-81.7371,"America/New_York","AS11776","ATLANTICBB-JOHNSTOWN","41.3861, -81.7371"
"r4ermxqlyd3yrw4mub3jna5gpw7dhyh4pww656xobtgjt3n3rdnrrnad.onion:8333",70016,"/Satoshi:23.0.0/Knots:20220529/","2022-10-29T00:23:33.000Z",67109965,760762,,,,,,,"TOR","Tor network","0, 0"
"lf2374ltgw6o2bdsld5ayhwkpphu27rcdbqhfae46bmvaztbtcmz26id.onion:8333",70016,"/Satoshi:22.0.0(RoninDojo 1.14.1)/","2022-10-28T01:11:05.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"qnds4rm62jzjo4o3aoz27zl7jcepodyxzu6euh4v3uetmk5rlw2rhyyd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T13:21:17.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"159.196.79.203:8333",70016,"/Satoshi:23.0.0/","2022-10-25T15:24:10.000Z",1033,760762,"159-196-79-203.9fc44f.mel.static.aussiebb.net","Melbourne","AU",-37.8411,144.9799,"Australia/Melbourne","AS4764","Aussie Broadband","-37.8411, 144.9799"
"165.232.182.226:8333",70016,"/Satoshi:22.0.0/","2022-10-27T06:49:53.000Z",1032,760762,"165.232.182.226","Bengaluru","IN",12.9634,77.5855,"Asia/Kolkata","AS14061","DIGITALOCEAN-ASN","12.9634, 77.5855"
"163.172.61.237:8333",70016,"/Satoshi:22.0.0/","2022-10-28T02:50:21.000Z",1033,760762,"163-172-61-237.rev.poneytelecom.eu",,"FR",48.8582,2.3387,"Europe/Paris","AS12876","Online S.a.s.","48.8582, 2.3387"
"31.171.251.35:8333",70015,"/Satoshi:0.17.2/","2022-09-21T21:56:10.000Z",1037,760762,"mx.quidifro.site","Zurich","CH",47.3823,8.5397,"Europe/Zurich","AS50837","Cloudsigma Ag","47.3823, 8.5397"
"7mzf4dkrlba5vxnasxvyxlgxt22td7hrbdiamndo3eld6nrw7fetzzid.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T00:55:07.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"ztofioztzjl5od3ytri6ffjswpw45agdgnqigiq4au6ho44sfvrudoad.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-29T00:15:30.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"79.42.129.32:8333",70001,"/Satoshi:0.8.6/","2022-10-24T08:48:37.000Z",1,760762,"host-79-42-129-32.retail.telecomitalia.it","Florence","IT",43.7891,11.2356,"Europe/Rome","AS3269","Telecom Italia","43.7891, 11.2356"
"138.201.28.24:8333",70016,"/Satoshi:0.21.1/","2022-10-27T20:49:28.000Z",1033,760762,"static.24.28.201.138.clients.your-server.de","Oftersheim","DE",49.3633,8.5881,"Europe/Berlin","AS24940","Hetzner Online GmbH","49.3633, 8.5881"
"83.240.118.196:8333",70016,"/Satoshi:0.21.1/","2022-10-28T21:14:15.000Z",1033,760762,"ip4-83-240-118-196.cust.nbox.cz","Jihlava","CZ",49.4031,15.5924,"Europe/Prague","AS31246","SMART Comp. a.s.","49.4031, 15.5924"
"glsucr7miqohjdnbviu5qlgrmj4ikspvqblb6lnscosbuv3owfc7fbyd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-27T21:22:16.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"bxgmvbw5oicpzf2v4h4etqwjvkvbldk7cvnlpot32fdl6weg46ymztid.onion:8333",70016,"/Satoshi:22.0.0(RoninDojo 1.14.1)/","2022-10-29T02:11:43.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"185.197.163.136:8333",70015,"/Satoshi:0.14.2/","2022-10-18T23:08:25.000Z",13,760762,"vps13601.ua-hosting.company",,"LV",57,25,"Europe/Riga","AS60144","3W Infra B.V.","57, 25"
"195.99.208.66:8333",70016,"/Satoshi:23.0.0/","2022-10-25T10:29:46.000Z",1033,760762,"195.99.208.66","Canterbury","GB",51.279,1.0763,"Europe/London","AS2856","British Telecommunications PLC","51.279, 1.0763"
"jutwy6gmzes3zqomgwwybsqiihzmaz3qxf4ss4igfq6eey2x4httngad.onion:8333",70016,"/Satoshi:23.0.0/Knots:20220529/","2022-10-28T13:21:05.000Z",67109965,760762,,,,,,,"TOR","Tor network","0, 0"
"[2a01:4f8:121:53ba::2]:8333",70015,"/Satoshi:0.20.0/","2022-09-21T21:56:11.000Z",1033,760762,"2a01:4f8:121:53ba::2","Gunzenhausen","DE",49.1156,10.7511,"Europe/Berlin","AS24940","Hetzner Online GmbH","49.1156, 10.7511"
"185.150.160.210:8333",70016,"/Satoshi:0.21.1/","2022-10-29T00:39:59.000Z",1033,760762,"185.150.160.210",,"FR",48.8582,2.3387,"Europe/Paris","AS34197","SHRD SARL","48.8582, 2.3387"
"95.216.96.167:8333",70015,"/Satoshi:0.17.0/","2022-09-21T22:10:46.000Z",1037,760762,"static.167.96.216.95.clients.your-server.de","Helsinki","FI",60.1719,24.9347,"Europe/Helsinki","AS24940","Hetzner Online GmbH","60.1719, 24.9347"
"83.208.193.242:8333",70015,"/Satoshi:0.17.1/","2022-10-28T21:46:58.000Z",1037,760762,"83-208-193-242.rcc.o2.cz","Strelice","CZ",49.1498,16.5055,"Europe/Prague","AS5610","O2 Czech Republic, a.s.","49.1498, 16.5055"
"qo64ypsbmhixfcyfiq4yaziqfzx3wkju3casy3zbuuen5cgnht6o3kad.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-29T03:09:31.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"218.31.113.245:8333",70016,"/Satoshi:23.0.0/","2022-10-28T16:55:05.000Z",1033,760762,"218.31.113.245",,"CN",34.7732,113.722,"Asia/Shanghai","AS4134","Chinanet","34.7732, 113.722"
"95.217.204.156:8333",70016,"/Satoshi:0.21.0/","2022-10-28T08:39:15.000Z",1033,760762,"static.156.204.217.95.clients.your-server.de","Helsinki","FI",60.1719,24.9347,"Europe/Helsinki","AS24940","Hetzner Online GmbH","60.1719, 24.9347"
"5bflrqca2prlmifecmyh453d62psueoesigc4eqz367xsnweccj7jrid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:33:16.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"192.99.39.160:8333",70015,"/Satoshi:0.18.1/","2022-09-21T22:04:23.000Z",1037,760762,"ns502769.ip-192-99-39.net",,"CA",43.6319,-79.3716,"America/Toronto","AS16276","OVH SAS","43.6319, -79.3716"
"2.59.36.110:8333",70016,"/Satoshi:0.21.2/","2022-10-27T09:31:48.000Z",1033,760762,"ip-2-59-36-110.ah-server.com",,"JP",34.6922,135.1816,"Asia/Tokyo","AS39572","DataWeb Global Group B.V.","34.6922, 135.1816"
"185.25.224.202:8333",70016,"/Satoshi:23.0.0/","2022-10-19T05:09:42.000Z",1033,760762,"185.25.224.202",,"CH",47.1449,8.1551,"Europe/Zurich","AS60785","Alsenet SA","47.1449, 8.1551"
"ghu7u5cfgopwq26jhhtsla3z2hoydu242y5h45yjy5xmqvwhit6tlhid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T12:50:51.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"4jj6mc2cipi74bl3aekr6di6gqfrjb5x6kfuksntztlellmanldnggad.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T00:23:11.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"uenipzwuqjumuxzis575dlreqdp5di7qgds7ble4cww75jqlsomfobyd.onion:8333",70016,"/Satoshi:0.21.0/","2022-10-28T17:33:38.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"w3k3apiplkuurpccm26jhcfr67bvvebncy54cvx62sx5yo2utgc6zeyd.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-29T03:09:32.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"shinjxqy427avxlboncgwutwl53ynfgzhh4ev246ncvdwl4pwmx4rlqd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-29T00:23:17.000Z",1032,760762,,,,,,,"TOR","Tor network","0, 0"
"178.48.168.12:8333",70016,"/Satoshi:23.0.0/","2022-10-28T12:42:34.000Z",1033,760762,"catv-178-48-168-12.catv.fixed.vodafone.hu","Salgotarjan","HU",48.096,19.8068,"Europe/Budapest","AS21334","Vodafone Hungary Ltd.","48.096, 19.8068"
"[2a05:d016:98f:5203:6f3a:54ce:5bd9:2770]:8333",70016,"/Satoshi:0.21.1/","2022-10-29T03:09:18.000Z",1037,760762,"2a05:d016:98f:5203:6f3a:54ce:5bd9:2770","Stockholm","SE",59.3287,18.0717,"Europe/Stockholm","AS16509","AMAZON-02","59.3287, 18.0717"
"23.19.58.45:8333",70016,"/Satoshi:23.0.0/","2022-10-26T02:56:11.000Z",1032,760762,"23.19.58.45",,"GB",51.4964,-0.1224,"Europe/London","AS205544","Leaseweb Uk Limited","51.4964, -0.1224"
"73.88.253.14:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T01:35:40.000Z",1033,760762,"c-73-88-253-14.hsd1.tn.comcast.net","Nashville","US",36.0964,-86.8212,"America/Chicago","AS7922","COMCAST-7922","36.0964, -86.8212"
"128.199.4.104:8333",70015,"/Satoshi:0.20.1/","2022-10-29T03:01:08.000Z",1037,760762,"128.199.4.104","Santa Clara","US",37.3931,-121.962,"America/Los_Angeles","AS14061","DIGITALOCEAN-ASN","37.3931, -121.962"
"kfwbdposvj6urcxwligrinseemvwvf35pbyn77cbn5qnuhtl42urudyd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T00:48:26.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"212.178.135.62:9001",70016,"/bitnodes.io:0.3/","2022-10-13T21:38:23.000Z",,760762,"D4B2873E.static.ziggozakelijk.nl","Utrecht","NL",52.1152,5.1203,"Europe/Amsterdam","AS33915","Vodafone Libertel B.V.","52.1152, 5.1203"
"wlvvtlskedn6ancue6skwjx22l32yux2k7dvkkewfw3dsrilca53q6id.onion:8333",70016,"/Satoshi:23.0.0/Knots:20220529/","2022-10-29T00:15:13.000Z",67109965,760762,,,,,,,"TOR","Tor network","0, 0"
"w2odlx4boeg6ngwfy4ystmkghv7hw4fwfqf6mgazaa2uglqb2gc5juqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-25T04:08:12.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"vbevudqto7ebpbuw3xyodem5skkb2za677mxphja6gpmvanv5eovkqad.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:25:27.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"jdjiujwwu44rocg4332m3367oreeqmvbt2kl5sm6gjiryxffm5uwumid.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-29T02:19:55.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"cfz5txs45ryevn6ogrmc647wkasou63ykct6evkij3dgb3i3g3r56rqd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T23:16:41.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"92.42.110.214:8333",70015,"/Satoshi:0.19.0.1/","2022-09-21T21:56:09.000Z",1033,760762,"92.42.110.214","Strasbourg","FR",48.5855,7.7418,"Europe/Paris","AS20773","Host Europe GmbH","48.5855, 7.7418"
"3.0.172.253:8333",70015,"/Satoshi:0.14.99/","2022-10-01T05:01:15.000Z",12,760762,"ec2-3-0-172-253.ap-southeast-1.compute.amazonaws.com","Singapore","SG",1.3036,103.8554,"Asia/Singapore","AS16509","AMAZON-02","1.3036, 103.8554"
"52.89.56.225:8333",70016,"/Satoshi:23.0.0/","2022-10-18T20:18:51.000Z",1033,760762,"ec2-52-89-56-225.us-west-2.compute.amazonaws.com","Boardman","US",45.8234,-119.7257,"America/Los_Angeles","AS16509","AMAZON-02","45.8234, -119.7257"
"7iuvmfu2nfpauj427gtr4y5yukaasnfflx4vy37blb4assqj22pl7vid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:16:59.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"[2404:7a85:4161:2b00:49a1:427a:fac:3409]:8333",70016,"/Satoshi:22.0.0/","2022-10-28T23:25:19.000Z",1033,760762,"2404:7a85:4161:2b00:49a1:427a:fac:3409","Meieki","JP",35.1743,136.8931,"Asia/Tokyo","AS2518","BIGLOBE Inc.","35.1743, 136.8931"
"kgslqwlpbuprwawixjoviq24rgjar6c4eaqutdttaf2atgnn7bpbslyd.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T03:16:21.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"xirof6gzput4tw7wsovhvut7ews7cjxtikowdqxb4xbs4kh4in6otaid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:16:49.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"x2eovd4ttbsqojwmm3ayu6epnv2um7l4776jpm7sqgktxw7ualt3hvad.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T14:36:22.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"wdewhgvfcrnz2iafebc6cilvziibnr7zfr3gyh23nsasa6qnzz7zmbyd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T10:16:54.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"ussruou6ovglnsqhffgyicfokibegdtbjpkf6vc7c2swxgevqrj4k2qd.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T20:34:43.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"fbn625t3emmwqauzwg4ff7n3mxpofegu2zszyudq5f5lvswa2q5zahid.onion:8333",70016,"/Satoshi:0.21.1/","2022-10-29T00:40:07.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"152.44.159.146:8333",70015,"/Satoshi:0.18.1/","2022-10-28T17:10:25.000Z",1037,760762,"152.44.159.146","Portland","US",45.5288,-122.6821,"America/Los_Angeles","AS54858","AS-SBI","45.5288, -122.6821"
